url,malicious,url_res,hostname_res,path_res,first_dir_res,top_level_res,dash_res,at_res,q_res,percent_res,dot_res,equal_res,colon_res,www_res,numbers_res,letters_res,dir_res,single_letter_res,query_res,ratio_upper_lower_res,ip_res,shortened_res,http_res
https://www.amazon.com/Think-Tank-Spoken-Henry-Rollins/dp/B00000C2CU,1,68,10,6,6,3,4,0,0,0,2,0,0,1,6,50,3,0,0,0.21951219512195122,0,0,1
https://www.cflri.ca/,1,21,8,1,0,2,0,0,0,0,2,0,0,1,0,15,1,0,0,0.0,0,0,1
https://www.digd.auburn.edu/graphicdesign/?/community/alumni/ali-conn-brainerd,1,78,15,15,14,3,2,0,1,0,3,0,0,1,0,64,5,0,0,0.0,0,0,1
https://www.facebook.com/people/Graeme-Dixon/100000532032442,1,60,12,14,7,3,1,0,0,0,2,0,0,1,15,36,3,0,0,0.058823529411764705,0,0,1
https://www.focusfeatures.com/the_pianist/synopsis,1,50,17,21,12,3,0,0,0,0,2,0,0,1,0,42,2,0,0,0.0,0,0,1
https://www.mitchellsong.com/,1,29,16,1,0,3,0,0,0,0,2,0,0,1,0,23,1,0,0,0.0,0,0,1
https://www.therealtechn9ne.com/profiles/blogs/skatterman-amp-snug-brim,1,71,19,26,9,3,3,0,0,0,2,0,0,1,1,59,3,0,0,0.0,0,0,1
http://www.kkohanidds.com/incfile/asset-file/8b777d663126a6bcb7648c81a4b5a5b7/,0,78,14,14,8,3,1,0,0,0,2,0,0,1,21,47,4,0,0,0.0,0,0,0
https://www.greatnavalimages.com/servlet/the-4892/USS-Elizabeth-C-Stanton/Detail,1,80,20,12,8,3,4,0,0,0,2,0,0,1,4,63,4,0,0,0.125,0,0,1
https://www.howellfarm.org/farm/crops/ice/ice.htm,1,49,14,19,5,3,0,0,0,0,3,0,0,1,0,39,4,0,0,0.0,0,0,1
https://www.answers.com/topic/kent-county-maryland,1,50,11,11,6,3,2,0,0,0,2,0,0,1,0,41,2,0,0,0.0,0,0,1
http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/norm...,0,73,0,0,0,0,0,0,0,0,5,0,0,0,0,59,6,0,0,0.05357142857142857,0,0,0
http://ixzgoue.android-update15.pw/,0,35,0,0,0,0,1,0,0,0,2,0,0,0,2,26,1,0,0,0.0,0,0,0
http://deportesmaestrazgo.es/ASBView/92a2ae571e1fc03c4587ccdab4b88f0c/,0,70,0,0,0,0,0,0,0,0,1,0,0,0,17,46,3,0,0,0.09523809523809523,0,0,0
https://www.melanie-forbes.blogspot.com/,1,40,27,1,0,3,1,0,0,0,3,0,0,1,0,32,1,0,0,0.0,0,1,1
https://www.ovguide.com/tv/princess_sissi.htm,1,45,11,18,3,3,0,0,0,0,3,0,0,1,0,36,2,0,0,0.0,0,0,1
http://carpetcleaning-rosevilleca.com/wp-content/plugins/spirit-templates/wp-admin/image/chines/chines/,0,103,0,0,0,0,4,0,0,0,1,0,0,0,0,87,8,0,0,0.0,0,0,0
https://www.onlineworldofwrestling.com/profiles/g/gino-brito-jr.html,1,68,26,16,9,3,2,0,0,0,3,0,0,1,0,57,3,1,0,0.0,0,0,1
https://www.candidasymptoms.net/,1,32,19,1,0,3,0,0,0,0,2,0,0,1,0,26,1,0,0,0.0,0,0,1
https://www.thehockeywriters.com/san-jose-sharks-prospects-report/,1,66,20,4,4,3,4,0,0,0,2,0,0,1,0,55,2,0,0,0.0,0,0,1
https://www.multilingualbooks.com/foreignvids-top100.html,1,57,21,12,12,3,1,0,0,0,3,0,0,1,3,46,1,0,0,0.0,0,0,1
https://www.cbssports.com/nfl/players/playerpage/1242961/torrey-smith,1,69,13,38,4,3,1,0,0,0,2,0,0,1,7,51,5,0,0,0.0,0,0,1
https://www.kbb.com/motorcycle/trade-in/2008/flyscooters/il-bello-50/237655/,1,76,7,17,11,3,3,0,0,0,2,0,0,1,12,49,7,0,0,0.0,0,0,1
https://www.bugs.mysql.com/bug.php?id=62755,1,43,14,4,4,3,0,0,1,0,4,1,0,1,5,28,1,0,1,0.0,0,0,1
https://www.onewayfurniture.com/ppc-bma-0160.html,1,49,19,4,4,3,2,0,0,0,3,0,0,1,4,36,1,0,0,0.0,0,0,1
https://www.showbizsoftware.com/Filmmaker_s_Toolbox_Payroll_PDF_Download_p/2011.htm,1,83,19,48,43,3,0,0,0,0,3,0,0,1,4,65,2,0,0,0.1206896551724138,0,0,1
https://www.amazon.co.uk/Three-Steps-Heaven-metri-sopra/dp/B000G8NYSQ,1,69,12,6,6,2,4,0,0,0,3,0,0,1,4,52,3,0,0,0.20930232558139536,0,0,1
http://www.janniderma.com/?gclid=CN-I5cbQrM8CFYIAvAod8EMHdA,0,59,14,1,0,3,1,0,1,0,2,1,0,1,3,47,1,0,1,0.46875,0,0,0
https://www.goodwinandco.com/Catalog.aspx?category=63&auctionid=6,1,65,16,8,8,3,0,0,1,0,3,2,0,1,3,51,1,0,1,0.02,0,0,1
https://www.langysrodshop.co.uk/,1,32,19,1,0,2,0,0,0,0,3,0,0,1,0,25,1,0,0,0.0,0,0,1
https://www.snc-lavalin.com/expertise.php?lang=en&id=11,1,55,15,10,10,3,1,0,1,0,3,2,0,1,2,41,1,0,1,0.0,0,0,1
http://yaeliloni.com/nbv364,0,27,0,0,0,0,0,0,0,0,1,0,0,0,3,19,1,0,0,0.0,0,0,0
https://www.hfboards.com/showthread.php?t=620997,1,48,12,11,11,3,0,0,1,0,3,1,0,1,6,33,1,0,1,0.0,0,0,1
https://www.dc.blockshopper.com/cities/washington-forest_hills/streets/ordway.st,1,80,19,18,7,3,1,0,0,0,4,0,0,1,0,67,4,0,0,0.0,0,0,1
https://www.drawings.usmaritimecommission.de/drawings_c2.htm,1,60,32,12,12,2,0,0,0,0,4,0,0,1,1,50,1,0,0,0.0,0,0,1
https://www.en.wikipedia.org/wiki/Michael_Young_(baseball),1,58,16,20,5,3,0,0,0,0,3,0,0,1,0,46,2,0,0,0.045454545454545456,0,0,1
https://www.letfreedomringblog.com/?p=10884,1,43,22,1,0,3,0,0,1,0,2,1,0,1,5,30,1,0,1,0.0,0,0,1
http://coxcommunicationn.000webhostapp.com/Cox/logs/login/idm/east/login/1/index.html,0,85,0,0,0,0,0,0,0,0,3,0,0,0,4,67,8,1,0,0.015151515151515152,0,0,0
https://www.lowellandjulie.blogspot.com/,1,40,27,1,0,3,0,0,0,0,3,0,0,1,0,33,1,0,0,0.0,0,1,1
http://womando.ml/file/file/site/index.html,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,34,4,0,0,0.0,0,0,0
https://www.play.com/Clothing/T-Shirts/4-/6433550/No-I-Will-Not-Fix-Your-Computer/Product.html,1,94,8,11,9,3,8,0,0,0,3,0,0,1,8,66,6,0,0,0.2,0,0,1
https://www.interceder.net/topic/Ron-Dellums,1,44,14,10,6,3,1,0,0,0,2,0,0,1,0,36,2,0,0,0.058823529411764705,0,0,1
https://www.bankofamerica.com/deposits/checksave/index.cfm?template=cds_and_savings_accounts,1,92,17,25,9,3,0,0,1,0,3,1,0,1,0,78,3,0,1,0.0,0,0,1
https://www.en.wikipedia.org/wiki/Richard_Easton,1,48,16,20,5,3,0,0,0,0,3,0,0,1,0,39,2,0,0,0.05405405405405406,0,0,1
http://www.italius.com/xbwdv0j,0,30,11,8,8,3,0,0,0,0,2,0,0,1,1,23,1,0,0,0.0,0,0,0
https://www.ec21.com/companies/bus_shelter.html,1,47,8,22,10,3,0,0,0,0,3,0,0,1,2,36,2,0,0,0.0,0,0,1
https://www.najaar.cyclingfever.com/stage.html?etappe_id=22193,1,62,23,6,6,3,0,0,1,0,4,1,0,1,5,46,1,0,1,0.0,0,0,1
https://www.yelp.com/biz/musicians-electronic-service-ardmore,1,61,8,14,4,3,3,0,0,0,2,0,0,1,0,51,2,0,0,0.0,0,0,1
https://www.t7316e.com/,1,23,10,1,0,3,0,0,0,0,2,0,0,1,4,13,1,0,0,0.0,0,0,1
https://www.aceshowbiz.com/celebrity/adriana_lima/,1,50,14,24,10,3,0,0,0,0,2,0,0,1,0,41,3,0,0,0.0,0,0,1
https://www.atttowers.com/towers/welcome.do,1,43,13,15,7,3,0,0,0,0,3,0,0,1,0,35,2,0,0,0.0,0,0,1
https://www.scholarsandrogues.com/2011/03/14/evil-people-have-plans-by-comedian-lee-camp/,1,89,21,16,5,3,7,0,0,0,2,0,0,1,8,64,5,0,0,0.0,0,0,1
http://acesformacion.org/imsa/confirm.php,0,41,0,0,0,0,0,0,0,0,2,0,0,0,0,34,2,0,0,0.0,0,0,0
https://www.cocoperez.com/2010-09-16-exclusive_lloyd_klein_employees_have_not_been_paid_and_label_tampering,1,107,13,5,5,3,3,0,0,0,2,0,0,1,8,80,1,0,0,0.0,0,0,1
https://www.en.wikipedia.org/wiki/Category:1328_deaths,1,54,16,14,5,3,0,0,0,0,3,0,0,1,4,40,2,0,0,0.02564102564102564,0,0,1
https://www.filmreference.com/film/30/Anthony-B-Richmond.html,1,61,17,16,5,3,2,0,0,0,3,0,0,1,2,48,3,0,0,0.06666666666666667,0,0,1
https://www.hotflick.net/celebs/flora_martinez.html,1,51,12,22,7,3,0,0,0,0,3,0,0,1,0,42,2,0,0,0.0,0,0,1
https://www.catdir.loc.gov/catdir/toc/ecip0612/2006012301.html,1,62,14,31,7,3,0,0,0,0,4,0,0,1,14,37,4,0,0,0.0,0,0,1
https://www.roadfood.com/Forums/Sunshine-Raisin-Biscuits-substitute-m68152.aspx,1,79,12,16,7,3,4,0,0,0,3,0,0,1,5,62,2,0,0,0.06896551724137931,0,0,1
http://www.auto-doerflinger.de/docs/installation/index.html,0,59,19,24,5,2,1,0,0,0,3,0,0,1,0,49,3,0,0,0.0,0,0,0
https://www.zipworld.com.au/~lnbdds/home/smythecaptjohn2.htm,1,60,15,1,0,2,0,0,0,0,4,0,0,1,1,48,3,0,0,0.0,0,0,1
https://www.dictionary.sensagent.com/route+132+(québec)/fr-fr/,1,62,24,11,6,3,1,0,0,0,3,0,0,1,3,45,3,0,0,0.0,0,1,1
https://www.facebook.com/confetta.ras,1,37,12,9,9,3,0,0,0,0,3,0,0,1,0,30,1,0,0,0.0,0,0,1
https://www.ausbcomp.com/~bbott/cowley/Oldnews/papersup/repub28.htm,1,67,12,1,0,3,0,0,0,0,3,0,0,1,2,53,5,0,0,0.019230769230769232,0,0,1
http://www.cinnamonlane.com.au/express/,0,39,19,9,8,2,0,0,0,0,3,0,0,1,0,31,2,0,0,0.0,0,0,0
http://jamalacademy.com/wp-content/dropbox=id45342/,0,51,0,0,0,0,1,0,0,0,1,1,0,0,5,37,3,0,0,0.0,0,0,0
https://www.sportsecyclopedia.com/nfl/larams/laramspics.html,1,60,21,22,4,3,0,0,0,0,3,0,0,1,0,51,3,0,0,0.0,0,0,1
https://www.facebook.com/people/Ana-Pleterski/1231121779,1,56,12,11,7,3,1,0,0,0,2,0,0,1,10,37,3,0,0,0.05714285714285714,0,0,1
https://www.nowblackjackstrategies.com/news/David-Heath-(wrestler).html,1,71,26,11,5,3,2,0,0,0,3,0,0,1,0,59,2,0,0,0.03508771929824561,0,0,1
https://www.montrealgazette.com/entertainment/Harry+Klein+knows+what+shoes+salesmen+desire/3120920/Photos+Comiccon+Montreal+Place+Bonaventure/5419643/story.html?id=5419643,1,171,19,124,14,3,0,0,1,0,3,1,0,1,21,126,6,0,1,0.058823529411764705,0,0,1
https://www.daylife.com/topic/Basketball_Hall_of_Fame,1,53,11,30,6,3,0,0,0,0,2,0,0,1,0,43,2,0,0,0.075,0,0,1
http://lpmxp1003.com,0,20,0,0,0,0,0,0,0,0,1,0,0,0,4,12,0,0,0,0.0,0,0,0
https://www.yelp.com/biz/american-electric-tattoo-co-los-angeles,1,64,8,13,4,3,5,0,0,0,2,0,0,1,0,52,2,0,0,0.0,0,0,1
https://www.ourorigins.org/GenealogieQuebec.aspx?genealogy=Angelique_Thibault&pid=12396&lng=en,1,94,14,17,17,3,0,0,1,0,3,3,0,1,5,75,1,0,1,0.056338028169014086,0,0,1
https://www.muse.jhu.edu/login?uri=/journals/framework_the_journal_of_cinema_and_media/v048/48.1iordanova.html,1,110,12,6,6,3,0,0,1,0,5,1,0,1,6,83,5,0,1,0.0,0,0,1
https://www.web.me.com/ckhughes/Site_2/CurtisKHughes.html,1,57,10,30,9,3,0,0,0,0,4,0,0,1,1,45,3,0,0,0.0975609756097561,0,0,1
https://www.squidoo.com/gustave-dore,1,36,11,8,8,3,1,0,0,0,2,0,0,1,0,29,1,0,0,0.0,0,0,1
http://www.ebill.update.musthavetrades.com/login.php?cmd=login_submit&amp;id=5dbf27e1077a008b7fd8b2f100002d375dbf27e1077a008b7fd8b2f100002d37&amp;session=5dbf27e1077a008b7fd8b2f100002d375dbf27e1077a008b7fd8b2f100002d37,0,218,31,6,6,3,0,0,1,0,5,3,2,1,84,116,1,0,1,0.0,0,0,0
http://www.gkjx168.com/images/?http:/,0,37,11,8,7,3,0,0,1,0,2,0,0,1,3,24,3,0,1,0.0,0,0,0
https://www.flickr.com/photos/aalokg/6301260591/,1,48,10,26,7,3,0,0,0,0,2,0,0,1,10,29,4,0,0,0.0,0,0,1
http://help-info-advert.3eeweb.com/1/Re-sec.Htm,0,47,0,0,0,0,3,0,0,0,3,0,0,0,2,34,2,1,0,0.0625,0,0,0
https://www.en.wikipedia.org/wiki/Interstate_80,1,47,16,19,5,3,0,0,0,0,3,0,0,1,2,36,2,0,0,0.02857142857142857,0,0,1
https://www.shrink-labels.net/,1,30,17,1,0,3,1,0,0,0,2,0,0,1,0,23,1,0,0,0.0,0,0,1
https://www.en.wikipedia.org/wiki/EE_Ticket,1,43,16,15,5,3,0,0,0,0,3,0,0,1,0,34,2,0,0,0.0967741935483871,0,0,1
https://www.singers.com/group/Heartland-Mens-Chorus/,1,52,11,16,6,3,2,0,0,0,2,0,0,1,0,42,3,0,0,0.07692307692307693,0,0,1
https://www.kctroop61.org/eagles_nest.htm,1,41,13,12,12,3,0,0,0,0,3,0,0,1,2,31,1,0,0,0.0,0,0,1
https://www.highbeam.com/doc/1P1-89630456.html,1,46,12,8,4,3,1,0,0,0,3,0,0,1,10,27,2,0,0,0.038461538461538464,0,0,1
https://www.nasadila.blogspot.com/2011/03/snsd-tiffany-facts.html,1,65,21,13,5,3,2,0,0,0,4,0,0,1,6,47,3,0,0,0.0,0,1,1
https://www.mass.gov/courts/probation/bios.html,1,47,8,22,7,3,0,0,0,0,3,0,0,1,0,38,3,0,0,0.0,0,0,1
https://gizmocelular.com/home/bnc/National%20Bank%20Online.html,0,63,0,0,0,0,0,0,0,2,2,0,0,0,4,49,3,0,0,0.06521739130434782,0,0,1
https://www.rainydaybooks.com/CalvinTrillin,1,43,17,14,14,3,0,0,0,0,2,0,0,1,0,37,1,0,0,0.05714285714285714,0,0,1
http://lpmxp2072.com,0,20,0,0,0,0,0,0,0,0,1,0,0,0,4,12,0,0,0,0.0,0,0,0
http://www.tcwrcgeneralcontractors.com/includes/caches/order/DHL%20AUTO/dhl.php,0,79,27,26,9,3,0,0,0,1,3,0,0,1,2,65,5,0,0,0.1206896551724138,0,0,0
https://www.kscold.com/about.htm,1,32,10,6,6,3,0,0,0,0,3,0,0,1,0,25,1,0,0,0.0,0,0,1
https://www.facebook.com/cassandra.j.compas,1,43,12,10,10,3,0,0,0,0,4,0,0,1,0,35,1,0,0,0.0,0,0,1
https://www.manta.com/ic/mt6clsh/ca/lapointe-robert-transport-inc,1,65,9,23,3,3,3,0,0,0,2,0,0,1,1,52,4,0,0,0.0,0,0,1
https://www.tv-address.com/2011/03/ksmo-tv-mynet-kansas-city-us-missouri.html,1,77,14,13,5,3,7,0,0,0,3,0,0,1,6,55,3,0,0,0.0,0,0,1
https://www.animelyrics.com/anime/gintama/ginironosora.htm,1,58,15,27,6,3,0,0,0,0,3,0,0,1,0,49,3,0,0,0.0,0,0,1
http://box-jpn.com/itunes_m4a_mp3.html,0,38,0,0,0,0,1,0,0,0,2,0,0,0,2,27,1,0,0,0.0,0,0,0
https://www.youtube.com/watch?v=ziezivv7bhc,1,43,11,6,6,3,0,0,1,0,2,1,0,1,1,34,1,0,1,0.0,0,0,1
http://mystmarco.net/27549,0,26,0,0,0,0,0,0,0,0,1,0,0,0,5,16,1,0,0,0.0,0,0,0
http://tooloftrade.com.au/2016/index.php,0,40,0,0,0,0,0,0,0,0,3,0,0,0,4,28,2,0,0,0.0,0,0,0
https://www.examiner.com/foreign-policy-in-toronto/student-protests-at-montreol-youtube-video-same-story-across-the-pond-too,1,124,12,8,8,3,14,0,0,0,2,0,0,1,0,103,2,0,0,0.0,0,0,1
https://www.en.wikipedia.org/wiki/Ross_Macdonald,1,48,16,20,5,3,0,0,0,0,3,0,0,1,0,39,2,0,0,0.05405405405405406,0,0,1
https://www.en.wikipedia.org/wiki/M.i.3,1,39,16,7,5,3,0,0,0,0,5,0,0,1,1,28,2,0,0,0.037037037037037035,0,0,1
https://www.myspace.com/richierichonline,1,40,11,17,17,3,0,0,0,0,2,0,0,1,0,34,1,0,0,0.0,0,0,1
https://www.nyasatimes.com/malawi/2011/08/10/goodall-%e2%80%98buying%e2%80%99-freedom-from-corruption-prosecution/,1,114,14,26,7,3,5,0,0,6,2,0,0,1,18,74,6,0,0,0.0,0,0,1
