url,malicious,url_res,hostname_res,path_res,first_dir_res,top_level_res,dash_res,at_res,q_res,percent_res,dot_res,equal_res,colon_res,www_res,numbers_res,letters_res,dir_res,single_letter_res,query_res,ratio_upper_lower_res,ip_res,shortened_res,http_res
https://noticias.canal22.org.mx/wp-content/uploads/2019/3C4GL9HMM1ZT2tabhomevasSto/ZyqSbn79UjQlnCF9jgWlYmzkkKLKIutqLf0HoRw803VrgSrbgIssw6syEwzRA/85200a8f134802dd452522a59edc9676/,0,178,0,0,0,0,1,0,0,0,3,0,0,0,43,121,7,0,0,0.32967032967032966,0,0,1
http://www.stellarium.org,1,25,14,0,0,3,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
http://30ywc.codesandbox.io/,0,28,0,0,0,0,0,0,0,0,2,0,0,0,2,20,1,0,0,0.0,0,0,0
http://hyperurl.co/ryfrhf,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,0.0,0,0,0
https://docs.google.com/forms/d/e/1FAIpQLSeDqv25gMfBuzel2k1Vcq-M73hioXsvWfvj9TXCIISAkqjvKQ/viewform?usp=send_form,0,113,0,0,0,0,1,0,1,0,2,1,0,0,8,91,5,1,1,0.3188405797101449,0,0,1
http://www.allsugardaddy.com,1,28,17,0,0,3,0,0,0,0,2,0,0,1,0,23,0,0,0,0.0,0,0,0
http://www.john-ashley.de/bbmt/bbmtlogin.php,0,44,14,15,5,2,1,0,0,0,3,0,0,1,0,35,2,0,0,0.0,0,0,0
http://www.canadarx24.com,1,25,14,0,0,3,0,0,0,0,2,0,0,1,2,18,0,0,0,0.0,0,0,0
https://linktr.ee/Pubgmobile_esport_id,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,31,1,0,0,0.03333333333333333,0,0,1
http://www.nakamistrad.com/aa/test.php,0,38,15,8,3,3,0,0,0,0,3,0,0,1,0,30,2,0,0,0.0,0,0,0
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin&amp;hc=1&amp;hc=1&amp;hc=1&amp;hm=uk`1d72f%20j2b2vi&lt;265&amp;hm=uk`1d72f%20j2b2vi&lt;265bidderblocklogin&amp;hm=uk`1d72f%20j2b2vi&lt;265bidderblocklogin,0,215,0,0,0,0,0,0,1,3,4,6,9,0,42,132,3,0,1,0.0,1,0,0
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAa__QtvBaJUNVZaMTFCVlQ4Q0YxM05PMkVWTllIMzdNWC4u,0,132,0,0,0,0,0,0,1,0,3,1,0,0,6,114,2,0,1,0.8387096774193549,0,0,1
http://www.vip.com,1,18,7,0,0,3,0,0,0,0,2,0,0,1,0,13,0,0,0,0.0,0,0,0
https://forms.office.com/Pages/ResponsePage.aspx?id=Ihle7-A1oEi7afvzYwHAwS5XiqgZ8mFKm8p-86mqnr9UNDhLN1lQTEYzQVc1Tlk5MFozWVAwTkNKMy4u,0,132,0,0,0,0,2,0,1,0,3,1,0,0,13,107,2,0,1,0.4861111111111111,0,0,1
https://clouddoc-authorize.firebaseapp.com/.........x...,0,56,0,0,0,0,1,0,0,0,14,0,0,0,0,37,1,0,0,0.0,0,0,1
http://www.davidson.edu,1,23,12,0,0,3,0,0,0,0,2,0,0,1,0,18,0,0,0,0.0,0,0,0
http://www.bailii.org,1,21,10,0,0,3,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
http://www.eurowings.com,1,24,13,0,0,3,0,0,0,0,2,0,0,1,0,19,0,0,0,0.0,0,0,0
http://www.kbstitchdesigns.com/i/successful(1).htm,0,50,19,13,2,3,0,0,0,0,3,0,0,1,1,39,2,1,0,0.0,0,0,0
http://www.rover.com,1,20,9,0,0,3,0,0,0,0,2,0,0,1,0,15,0,0,0,0.0,0,0,0
http://atelieadrika.com.br,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0.0,0,0,0
https://constructoravallereal.com/wp-includes/random_compat/wear4you/redirect.php,0,81,0,0,0,0,1,0,0,0,2,0,0,0,1,69,4,0,0,0.0,0,0,1
http://www.canon.jp,1,19,8,0,0,2,0,0,0,0,2,0,0,1,0,14,0,0,0,0.0,0,0,0
http://www.thenorthface.com,1,27,16,0,0,3,0,0,0,0,2,0,0,1,0,22,0,0,0,0.0,0,0,0
http://185.177.54.1/TP/public,0,29,0,0,0,0,0,0,0,0,3,0,0,0,9,12,2,0,0,0.2,1,0,0
http://www.processing.org,1,25,14,0,0,3,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
http://www.cj.com,1,17,6,0,0,3,0,0,0,0,2,0,0,1,0,12,0,0,0,0.0,0,0,0
http://www.libcom.org,1,21,10,0,0,3,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
http://www.memrise.com,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://78.143.96.35/wordpress/gam/index.php?,0,44,0,0,0,0,0,0,1,0,4,0,0,0,9,24,3,0,0,0.0,1,0,0
http://www.cams4.org,1,20,9,0,0,3,0,0,0,0,2,0,0,1,1,14,0,0,0,0.0,0,0,0
http://www.lightreading.com,1,27,16,0,0,3,0,0,0,0,2,0,0,1,0,22,0,0,0,0.0,0,0,0
http://www.ibo.org,1,18,7,0,0,3,0,0,0,0,2,0,0,1,0,13,0,0,0,0.0,0,0,0
http://www.tvp.pl,1,17,6,0,0,2,0,0,0,0,2,0,0,1,0,12,0,0,0,0.0,0,0,0
http://www.nn.pe,1,16,5,0,0,2,0,0,0,0,2,0,0,1,0,11,0,0,0,0.0,0,0,0
http://www.mandrillapp.com,1,26,15,0,0,3,0,0,0,0,2,0,0,1,0,21,0,0,0,0.0,0,0,0
http://www.girlscouts.org,1,25,14,0,0,3,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
https://solbjerg-my.sharepoint.com/:o:/g/personal/info_solbjerg-maskinstation_dk/EoFWmdVFi5JFiRPoKe71zacBvFOEHvPO1ye_R6JSXTI-Hg?e=ekIseR,0,136,0,0,0,0,3,0,1,0,2,1,0,0,5,111,5,1,1,0.3058823529411765,0,1,1
http://www.tickettailor.com,1,27,16,0,0,3,0,0,0,0,2,0,0,1,0,22,0,0,0,0.0,0,0,0
https://modularmovements-my.sharepoint.com/personal/khunsley_modularmovements_com/_layouts/15/onedrive.aspx?id=/personal/khunsley_modularmovements_com/Documents/DBC%20SharePoint.pdf&amp;parent=/personal/khunsley_modularmovements_com/Documents&amp;originalPath=aHR0cHM6Ly9tb2R1bGFybW92ZW1lbnRzLW15LnNoYXJlcG9pbnQuY29tLzpiOi9wL2todW5zbGV5L0VhUUpZYXBqUVVKQ25WTXJFeXZGd2tBQm5BMlY0S0tzU01KdU0tUkVNS1h6TlE_cnRpbWU9dzhIUlBWaGUyRWc,0,423,0,0,0,0,1,0,1,1,4,3,2,0,34,352,12,0,1,0.30855018587360594,0,1,1
https://cteam-my.sharepoint.com/:o:/g/personal/michael_hammes_cteam_de/Emvsa57h96dFn3pDOrq6H9QBfjiOxaqWsF3Sn9GVu8tkzQ?e=nVHBcy,0,126,0,0,0,0,1,0,1,0,2,1,0,0,10,98,5,1,1,0.20987654320987653,0,1,1
http://www.imxprs.com/free/emailupdatee/owaweb,0,46,10,25,5,3,0,0,0,0,2,0,0,1,0,38,3,0,0,0.0,0,0,0
http://www.veronikastringquartet.com/htmls/payal.html,0,53,25,12,6,3,0,0,0,0,3,0,0,1,0,45,2,0,0,0.0,0,1,0
http://www.beep.com,1,19,8,0,0,3,0,0,0,0,2,0,0,1,0,14,0,0,0,0.0,0,0,0
http://www.ciaviatop.us,1,23,12,0,0,2,0,0,0,0,2,0,0,1,0,18,0,0,0,0.0,0,0,0
http://xhlgt.mjt.lu/lnk/AL4AAH7KdcEAAAAAAAAAAAjJAJoAAAAAteQAAAAAABRDmQBfV4xnd-IIiVIqRhyDlXi-zdi02gAUIhE/1/sPQp_3rXoY4zW3CtFozTdA/aHR0cHM6Ly9iaXQubHkvM2g5SzNUeg,0,159,0,0,0,0,2,0,0,0,2,0,0,0,14,132,5,1,0,1.1639344262295082,0,0,0
http://unionheightsresidental.com/file/,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,33,2,0,0,0.0,0,0,0
http://www.untappd.com,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://www.bloggin-ads.com,1,26,15,0,0,3,1,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
http://www.500amoxicillin.com,1,29,18,0,0,3,0,0,0,0,2,0,0,1,3,21,0,0,0,0.0,0,0,0
https://almawakebschool-my.sharepoint.com/personal/mraee_nseir_almawakeb_sch_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=uItuRLbbXAi6dZplW74qgGAVcOAxiLZfJv%2b4qBppv%2fk%3d&docid=1_1ccd7afd6f1dc4e7181cedf880bb25aa8&wdFormId=%7BFE0BF4D3%2DA69D%2D4464%2D9E31%2D7D4026F422A8%7D&action=formsubmit,0,294,0,0,0,0,1,0,1,9,3,4,0,0,52,207,5,0,1,0.21764705882352942,0,1,1
http://www.sourceforge.io,1,25,14,0,0,2,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
http://www.gov.wales,1,20,9,0,0,5,0,0,0,0,2,0,0,1,0,15,0,0,0,0.0,0,0,0
http://www.cyberlink.com,1,24,13,0,0,3,0,0,0,0,2,0,0,1,0,19,0,0,0,0.0,0,0,0
http://www.kommune.no,1,21,10,0,0,2,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
https://remsy.app.link/hMeIfqZPu2?Sd,0,36,0,0,0,0,0,0,1,0,2,0,0,0,1,28,1,0,1,0.21739130434782608,0,0,1
http://www.plex.tv,1,18,7,0,0,2,0,0,0,0,2,0,0,1,0,13,0,0,0,0.0,0,0,0
http://www.codashop-ph2020.ezua.com/login/facebook/,0,51,24,16,6,3,1,0,0,0,3,0,0,1,4,37,3,0,0,0.0,0,0,0
http://www.regina.ninetendev.com/wp-admin/css/0001,0,50,21,3,3,3,1,0,0,0,3,0,0,1,4,36,3,0,0,0.0,0,0,0
http://www.ulisboa.pt,1,21,10,0,0,2,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
https://bodegalatinacorp-my.sharepoint.com/:x:/r/personal/012dsd_fiestamart_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=t3V5ldmmHrTLw5CYIoHlP9Z4YO7uFNRoP9j1PLYfDKM%3d&docid=1_1d89d259f7e704301aca26ac4dbabaa8d&wdFormId=%7BFEB771E5%2D93EE%2D4015%2D8E87%2DD1C30D0F406A%7D&action=formsubmit&cid=f609fe16-56c4-4e2b-a964-75e250d31c99,0,331,0,0,0,0,5,0,1,7,3,5,0,0,80,210,7,1,1,0.26506024096385544,0,1,1
https://uat-internetloanapplication.cudl.com/macu/,0,50,0,0,0,0,1,0,0,0,2,0,0,0,0,42,2,0,0,0.0,0,0,1
http://www.cymbalta2021.biz,1,27,16,0,0,3,0,0,0,0,2,0,0,1,4,18,0,0,0,0.0,0,0,0
http://www.fdating.review,1,25,14,0,0,6,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com_/,0,110,17,3,3,2,1,1,1,0,4,1,0,1,0,89,8,0,1,0.0,0,0,0
http://licogi18.com.vn/login.microsoftonline.com/login.php?tes.php?https://login.live.com/GetSessionState.srf?response_type=code&client_id=51483342-085c-4d86-bf88-cf50c7252078&scope=openid+profile+email+offline_access&response_mode=form_post&redirect_uri=https%3a%2f%2flogin.microsoftonline.com%2fcommon%2ffederation%2foauth2&state=rQIIAeNisNLLKCkpKLbS109Myc3M0ysoyi9JTS7JzM_Tyy8tycnPz9ZLzs_Vyy9Kz0wBsYqEuAQUN61SL7LY4N-7wPjWqz9ev2YxcsbnZJalguRXMWoSY6B-anKB_gVGxheMjJuY2H2dPOO9XSNPMDUfk7vFJOhflO6ZEl7slpqSWpQI0nmBReAVC48BsxUHB5sAowSDAsMPFsZFrECnTAo1qLmuZuK0OaTi9yltYYZTrPoF2flJ3mF5xZ5ubgbZfvmu5mmRptmpzmEmxvplAZYF5VU-FaFhZb4B2VXJtkZWhhPYhCawMZ1iY9jFSbzLAQ2&estsfed=1&uaid=27aab22138724fb08da033daeafc4afa&vaccess&response_mode=form_post&redirect_uri=https%3a%2f%2flogin.microsoftonline.com%2fcommon%2ffederation%2foauth2&state=rQIIAeNisNLLKCkpKLbS109Myc3M0ysoyi9JTS7JzM_Tyy8tycnPz9ZLzs_Vyy9Kz0wBsYqEuAQUN61SL7LY4N-7wPjWqz9ev2YxcsbnZJalguRXMWoSY6B-anKB_gVGxheMjJuY2H2dPOO9XSNPMDUfk7vFJOhflO6ZEl7slpqSWpQI0nmBReAVC48BsxUHB5sAowSDAsMPFsZFrECnTAo1qLmuZuK0OaTi9yltYYZTrPoF2flJ3mF5xZ5ubgbZfvmu5mmRptmpzmEmxvplAZYF5VU-FaFhZb4B2VXJtkZWhhPYhCawMZ1iY9jFSbzLAQ2&estsfed=1&uaid=27aab22138724fb08da033daeafc4afa&vv=1600&mkt=EN-US&lc=1033&emailcmd=login_submit&id=bf851291196d497a5bd64847085f5603bf851291196d497a5bd64847085f5603&session=bf851291196d497a5bd64847085f5603bf851291196d497a5bd64847085f5603,0,1386,0,0,0,0,11,0,3,12,13,19,0,0,269,1012,5,0,3,0.40751043115438107,0,0,0
http://www.healthfully.com,1,26,15,0,0,3,0,0,0,0,2,0,0,1,0,21,0,0,0,0.0,0,0,0
https://centerstlending-my.sharepoint.com/personal/rnewcomer_centerstreetlending_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=j%2f9woDHj7U8077urui6lXbx%2b9vWlZR11ry0PztfYrWQ%3d&docid=1_1fabe326fc77a4441995d0cc407c8c49c&wdFormId=%7B56D05C68%2D7055%2D4573%2DB79B%2DF286B64F5853%7D&action=formsubmit,0,299,0,0,0,0,1,0,1,9,3,4,0,0,68,198,5,0,1,0.16470588235294117,0,1,1
https://verfyme.creatorlink.net/,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,26,1,0,0,0.0,0,0,1
http://www.ehu.es,1,17,6,0,0,2,0,0,0,0,2,0,0,1,0,12,0,0,0,0.0,0,0,0
https://puntaarenas.cl/inspecciones/css/.amz,0,44,0,0,0,0,0,0,0,0,2,0,0,0,0,36,3,0,0,0.0,0,0,1
https://urlz.fr/cBMP?h4y=zCiUAtBl6m1yd0Mrsy1qKITv6Y1HQ1XlOWqG822ktvAvDJSntHvv7SuKAG28ObpVRnP9v74xlgXnQqiee8b893TLoH4BcCmzsgPxnaRULBSd3AH,0,136,0,0,0,0,0,0,1,0,1,1,0,0,23,106,1,0,1,0.7666666666666667,0,0,1
https://wallieget.com/8jdu/sb6/index.php?_&amp;_,0,48,0,0,0,0,0,0,1,0,2,0,1,0,2,33,3,0,1,0.0,0,1,1
https://couchpop.com/film/descendants/,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,31,3,0,0,0.0,0,0,1
http://www.allaboutvision.com,1,29,18,0,0,3,0,0,0,0,2,0,0,1,0,24,0,0,0,0.0,0,0,0
http://www.pokerstars.com,1,25,14,0,0,3,0,0,0,0,2,0,0,1,0,20,0,0,0,0.0,0,0,0
https://dzd.rksmb.org/conf07/--/https:/www2.netflix.com/index.php?q=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw&amp;s=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw&amp;n=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw,0,199,0,0,0,0,11,0,1,0,5,3,2,1,18,148,5,0,1,0.0,0,0,1
http://www.redorbit.com,1,23,12,0,0,3,0,0,0,0,2,0,0,1,0,18,0,0,0,0.0,0,1,0
http://www.z2systems.com,1,24,13,0,0,3,0,0,0,0,2,0,0,1,1,18,0,0,0,0.0,0,0,0
https://mentoring.beautyforashes.org/,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,31,1,0,0,0.0,0,0,1
http://www.ktpn.kalisz.pl/read-invoice/index.php?rec=Susi@comercialsanrob.es,0,76,14,5,5,2,1,1,1,0,5,1,0,1,0,62,2,0,1,0.01639344262295082,0,0,0
http://www.codeigniter.com,1,26,15,0,0,3,0,0,0,0,2,0,0,1,0,21,0,0,0,0.0,0,0,0
http://www.maxmind.com,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://www.bbs.safedog.cn,1,25,14,0,0,2,0,0,0,0,3,0,0,1,0,19,0,0,0,0.0,0,0,0
http://www.cninfo.com.cn,1,24,13,0,0,2,0,0,0,0,3,0,0,1,0,18,0,0,0,0.0,0,0,0
http://atelieadrika.com.br/Publicidades.html,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,37,1,0,0,0.027777777777777776,0,0,0
https://krakenrums.blogspot.com/,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,26,1,0,0,0.0,0,1,1
http://madrugadaolanches.com.br/imagens/lanches/compte/paypal.fr/,0,65,0,0,0,0,0,0,0,0,3,0,0,0,0,54,5,0,0,0.0,0,0,0
http://www.webmoney.ru,1,22,11,0,0,2,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://desdeelamor.com/wp-includes/SimplePie/Parse/hd/demx/index.php,0,68,0,0,0,0,1,0,0,0,2,0,0,0,0,56,6,0,0,0.05660377358490566,0,0,0
http://www.bizrate.com,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://www.armani.com,1,21,10,0,0,3,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
http://www.nen.com.cn,1,21,10,0,0,2,0,0,0,0,3,0,0,1,0,15,0,0,0,0.0,0,0,0
http://193.135.153.242/sunrise_mapplus/core/sso/login.php,0,57,0,0,0,0,0,0,0,0,4,0,0,0,12,33,4,0,0,0.0,1,0,0
https://clouddoc-authorize.firebaseapp.com/,0,43,0,0,0,0,1,0,0,0,2,0,0,0,0,36,1,0,0,0.0,0,0,1
https://smsverificationmms.myfreesites.net/,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,37,1,0,0,0.0,0,0,1
http://www.free-blogz.com,1,25,14,0,0,3,1,0,0,0,2,0,0,1,0,19,0,0,0,0.0,0,0,0
http://159.65.133.234/directing/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi,0,76,0,0,0,0,1,0,0,0,5,0,0,1,12,50,5,0,0,0.0,1,0,0
http://www.novascotia.ca,1,24,13,0,0,2,0,0,0,0,2,0,0,1,0,19,0,0,0,0.0,0,0,0
http://www.hwfsweden.se/images/http/message/wetransfer/Wetransfer/index.php,0,75,12,48,7,2,0,0,0,0,3,0,0,1,0,63,6,0,0,0.016129032258064516,0,0,0
http://www.fuckoncam.net,1,24,13,0,0,3,0,0,0,0,2,0,0,1,0,19,0,0,0,0.0,0,0,0
http://www.lichess.org,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
https://www.google.com.br/search?q=suporte+itau,0,47,13,7,7,2,0,0,1,0,3,1,0,1,0,37,1,0,1,0.0,0,0,1
http://www.ucoz.ua,1,18,7,0,0,2,0,0,0,0,2,0,0,1,0,13,0,0,0,0.0,0,0,0
http://www.acsm.org,1,19,8,0,0,3,0,0,0,0,2,0,0,1,0,14,0,0,0,0.0,0,0,0
https://pastelink.net/278zi,0,27,0,0,0,0,0,0,0,0,1,0,0,0,3,19,1,0,0,0.0,0,0,1
http://www.cypress.com,1,22,11,0,0,3,0,0,0,0,2,0,0,1,0,17,0,0,0,0.0,0,0,0
http://www.clicky.com,1,21,10,0,0,3,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
https://betasusgirmek.blogspot.com/,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,29,1,0,0,0.0,0,1,1
http://setona.main.jp/,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,16,1,0,0,0.0,0,0,0
https://opfgmdm.creatorlink.net/,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,26,1,0,0,0.0,0,0,1
http://www.tcpalm.com,1,21,10,0,0,3,0,0,0,0,2,0,0,1,0,16,0,0,0,0.0,0,0,0
